'bassin';'cycle';'produit';'daterempli';'datevide';'carpes';'datepsemis';'datedp�che';'nbremois';'poidssem�';'poidsp�ch�';'poidsrestant';'poidsp�ch�restant';'Tauxmortalit�';'poidsalimentth�o';'poidsalimentstat';'poidsalimentdonn�pgm';'poidsalimentdonn�';'poidsalimentdonn�tot';'quantsem�e';'quantmort';'quantp�ch�e';'quantrestante';'surface';'RendementHa';'poidsp�ch�mois';'tauxconversion';'quantit�m2';'grammesm2';'poidsalimentha';'recambiogallons';'llenadogallons';'quantsem�ecarpes';'quantp�ch�ecarpes';'tauxalerteO2';'niveaudalerteO2';'moyenneO2';'poidstotalimentselect';'typealimentselect'
'B34';10;'tilapia';1/2/2008;2/9/2008;0;4/2/2008;2/9/2008;6,91;126,00;910,15;0,00;910,15;0,07;0,00;0,00;0,00;0,00;1351,00;3468,00;247,00;3241,00;0,00;2106,00;2932,22;131,56;1,72;0,00;0,00;0,00;0,00;0,00;888,09;711,59;0,00;1,00;0,00;441,00;'T-280 3/16"'
'B07';14;'tilapia';10/2/2008;6/5/2009;0;8/2/2008;6/5/2009;14,85;1236,55;3603,04;0,00;3603,04;0,48;0,00;0,00;0,00;0,00;5063,00;18613,00;9082,00;10328,00;0,00;3633,00;2389,33;242,58;2,13;0,00;0,00;0,00;0,00;0,00;2905,25;3842,11;0,00;1,00;0,00;0,00;'T-380 5/64"'
'AD1';11;'tilapia';15/2/2008;19/11/2008;0;18/2/2008;19/11/2008;9,01;377,05;2305,86;0,00;2305,86;0,09;0,00;0,00;0,00;0,00;;6448,00;590,00;5858,00;0,00;4726,00;2466,04;255,74;;0,00;0,00;0,00;0,00;0,00;3715,39;2150,36;0,00;1,00;0,00;1751,00;'T-280 3/16"'
'B26';19;'tilapia';25/2/2008;4/11/2008;0;26/2/2008;4/11/2008;8,26;119,24;1120,18;0,00;1120,18;0,32;0,00;0,00;0,00;0,00;2459,00;1376,00;445,00;931,00;0,00;2709,00;2436,32;135,57;2,45;0,00;0,00;0,00;0,00;0,00;1376,26;748,26;0,00;1,00;0,00;1072,00;'T-280 3/16"'
'A01';13;'tilapia';6/3/2008;24/3/2008;0;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;42,00;38,00;0,00;0,00;0,00;0,00;
'B12';18;'tilapia';30/3/2008;12/11/2008;0;30/3/2008;12/11/2008;7,44;51,61;1461,89;0,00;1461,89;0,73;0,00;0,00;0,00;0,00;2153,00;43545,00;32037,00;11508,00;0,00;4000,00;2580,81;196,42;1,52;0,00;0,00;0,00;0,00;0,00;0,00;41,00;0,00;1,00;0,00;84,00;'T-280 3/16"'
'B21';10;'tilapia';30/3/2008;27/11/2008;0;31/3/2008;27/11/2008;7,90;86,30;1842,98;0,00;1842,98;0,48;0,00;0,00;0,00;0,00;3538,00;35843,00;17283,00;18560,00;0,00;5984,00;2024,04;233,24;2,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;328,00;'T-280 3/16"'
'B28';9;'tilapia';31/3/2008;13/1/2009;0;11/4/2008;13/1/2009;9,08;42,50;1777,85;0,00;1777,85;0,36;0,00;0,00;0,00;0,00;;6845,00;2473,00;4372,00;0,00;4410,00;2360,50;195,75;;0,00;0,00;0,00;0,00;0,00;2268,00;1516,00;0,00;1,00;0,00;25,00;'T-380 5/64"'
'B13';16;'tilapia';16/4/2008;20/1/2009;0;17/4/2008;20/1/2009;9,11;335,52;1945,75;0,00;1945,75;0,50;0,00;0,00;0,00;0,00;2611,00;6495,00;3285,00;3210,00;0,00;4000,00;2406,12;213,47;1,62;0,00;0,00;0,00;0,00;0,00;2466,00;2009,00;0,00;1,00;0,00;23,00;'T-380 5/64"'
'B14';15;'tilapia';28/4/2008;26/12/2008;0;29/4/2008;26/12/2008;7,90;77,23;1752,07;0,00;1752,07;0,43;0,00;0,00;0,00;0,00;2597,00;6042,00;2627,00;3415,00;0,00;3800,00;3038,85;221,73;1,55;0,00;0,00;0,00;0,00;0,00;1936,00;1188,00;0,00;1,00;0,00;0,00;
'B10';17;'tilapia';28/4/2008;15/12/2008;0;29/4/2008;15/12/2008;7,54;61,38;1460,04;0,00;1460,04;0,39;0,00;0,00;0,00;0,00;2296,00;5727,00;2264,00;3463,00;0,00;3865,00;2614,38;193,61;1,64;0,00;0,00;0,00;77700,00;0,00;1935,00;546,00;0,00;1,00;0,00;0,00;
'B11';19;'crevette';28/4/2008;17/6/2009;0;29/4/2008;17/6/2009;13,57;466,66;2851,56;0,00;2851,56;0,46;0,00;0,00;0,00;0,00;3963,00;11758,00;5487,00;6271,00;0,00;3700,00;2587,04;210,07;1,66;0,00;0,00;0,00;33300,00;0,00;2303,06;1691,00;0,00;1,00;0,00;0,00;
'A03';8;'tilapia';28/4/2008;14/5/2009;0;30/4/2008;14/5/2009;12,42;300,00;2416,55;0,00;2416,55;0,17;0,00;0,00;0,00;0,00;4240,00;25463,00;4580,00;20883,00;0,00;4200,00;2209,41;194,47;2,00;0,00;0,00;0,00;144300,00;0,00;2751,18;1866,99;0,00;1,00;0,00;0,00;'T-380 5/64"'
'A01';14;'tilapia';30/4/2008;7/5/2008;0;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;51,00;51,00;0,00;0,00;0,00;0,00;
'B20';13;'tilapia';7/5/2008;10/3/2009;0;7/5/2008;10/3/2009;10,06;1054,80;3139,62;0,00;3139,62;0,35;0,00;0,00;0,00;0,00;4578,00;8142,00;2921,00;5221,00;0,00;4525,00;2493,73;311,91;2,19;0,00;0,00;0,00;0,00;0,00;3344,89;3087,00;0,00;1,00;0,00;0,00;'T-380 5/64"'
'B27';9;'crevette';7/5/2008;16/3/2009;0;7/5/2008;16/3/2009;10,26;366,00;2898,93;0,00;2898,93;0,37;0,00;0,00;0,00;0,00;4553,00;9649,00;3664,00;5985,00;0,00;6081,00;2211,27;282,48;1,79;0,00;0,00;0,00;453000,00;0,00;3486,86;2573,00;0,00;1,00;0,00;0,00;
'B17';24;'tilapia';10/5/2008;17/9/2008;0;10/5/2008;17/9/2008;4,26;771,79;1393,31;0,00;1393,31;0,00;0,00;0,00;0,00;0,00;1012,00;1076,00;0,00;2461,00;0,00;3273,00;2427,18;326,89;1,62;0,00;0,00;0,00;0,00;0,00;1076,10;1207,00;0,00;1,00;0,00;805,00;'T-280 3/16"'
'B32';11;'tilapia';16/6/2008;25/3/2009;0;17/6/2008;25/3/2009;9,21;139,61;1618,87;0,00;1618,87;0,35;0,00;0,00;0,00;0,00;2845,00;5940,00;2110,00;3830,00;0,00;3993,00;2190,66;175,71;1,92;0,00;0,00;0,00;217440,00;0,00;1987,89;1248,00;0,00;1,00;0,00;327,00;'T-380 5/64"'
'B39';9;'tilapia';20/6/2008;22/4/2009;0;20/6/2008;22/4/2009;10,03;449,00;2255,72;0,00;2255,72;0,46;0,00;0,00;0,00;0,00;4793,00;14514,00;6721,00;7793,00;0,00;5768,00;1700,91;224,83;2,65;0,00;0,00;0,00;342720,00;0,00;1468,87;1700,00;0,00;1,00;0,00;715,00;'T-380 5/64"'
'B33';9;'tilapia';18/6/2008;31/3/2009;0;20/6/2008;31/3/2009;9,31;127,11;1822,87;0,00;1822,87;0,35;0,00;0,00;0,00;0,00;3193,00;5499,00;1968,00;3531,00;0,00;3344,00;2966,98;195,76;1,88;0,00;0,00;0,00;253680,00;833520,00;1773,92;854,00;0,00;1,00;0,00;69,00;'T-380 5/64"'
'B38';9;'tilapia';28/6/2008;10/3/2009;0;2/7/2008;10/3/2009;8,22;251,78;1984,51;0,00;1984,51;0,50;0,00;0,00;0,00;0,00;3619,00;13820,00;7037,00;6783,00;0,00;5727,00;2002,93;241,14;2,08;0,00;0,00;0,00;399840,00;0,00;8,00;9,00;0,00;1,00;0,00;566,00;'T-380 5/64"'
'B19';13;'tilapia';10/7/2008;14/11/2008;0;22/7/2008;14/11/2008;3,77;24,38;770,69;0,00;770,69;0,84;0,00;0,00;0,00;0,00;1346,00;16518,00;13998,00;2520,00;0,00;3987,00;2704,66;204,40;1,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;113,00;'T-280 3/16"'
'B03';33;'crevette';5/8/2008;17/10/2008;0;6/8/2008;17/10/2008;2,36;594,93;459,06;0,00;459,06;0,29;0,00;0,00;0,00;0,00;114,00;1843,00;552,00;1291,00;0,00;997,00;-3144,95;194,46;-0,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;
'B02';32;'tilapia';14/8/2008;2/12/2009;0;15/8/2008;1/12/2009;15,54;679,66;762,50;0,00;762,50;0,34;0,00;0,00;0,00;0,00;1728,00;630,00;215,00;415,00;0,00;1233,00;235,49;49,06;20,86;0,00;0,00;0,00;155400,00;55500,00;0,00;0,00;0,00;1,00;2,35;1,00;'T-380 5/64"'
'B01';30;'tilapia';15/8/2008;26/11/2009;0;18/8/2008;26/11/2009;15,24;106,50;222,00;0,00;222,00;0,30;0,00;0,00;0,00;0,00;772,00;211,00;65,00;146,00;0,00;880,00;469,01;14,56;6,68;0,00;0,00;0,00;99900,00;255300,00;0,00;0,00;0,00;1,00;2,19;1,00;'T-380 5/64"'
'B35';16;'tilapia';25/8/2008;16/4/2009;0;26/8/2008;16/4/2009;7,63;328,50;1069,15;0,00;1069,15;0,24;0,00;0,00;0,00;0,00;1347,00;4791,00;1161,00;3710,00;0,00;2106,00;2508,03;139,95;1,81;0,00;0,00;0,00;0,00;518400,00;4727,80;3162,00;0,00;1,00;0,00;741,00;'T-380 5/64"'
'B16';24;'tilapia';29/8/2008;5/2/2009;0;30/8/2008;5/2/2009;5,21;271,66;566,93;0,00;566,93;0,01;0,00;0,00;0,00;0,00;826,00;3931,00;48,00;4345,00;0,00;1798,00;1716,22;108,75;2,79;0,00;0,00;0,00;0,00;0,00;3808,00;2325,00;0,00;1,00;0,00;472,00;'T-380 5/64"'
'B15';32;'tilapia';10/9/2008;27/12/2008;0;16/9/2008;27/12/2008;3,34;134,43;475,74;0,00;475,74;0,30;0,00;0,00;0,00;0,00;688,00;1568,00;484,00;1084,00;0,00;1509,00;3684,67;142,25;2,01;0,00;0,00;0,00;0,00;0,00;1467,00;505,00;0,00;1,00;0,00;0,00;
'A02';10;'crevette';11/9/2008;27/5/2009;0;15/9/2008;27/5/2009;8,32;94,44;1242,00;0,00;1242,00;0,51;0,00;0,00;0,00;0,00;2850,00;376811,00;195523,00;181865,00;0,00;3658,00;2052,28;149,13;2,48;0,00;0,00;0,00;377400,00;0,00;720,00;726,00;0,00;1,00;0,00;0,00;
'A01';15;'tilapia';15/9/2008;15/5/2009;0;17/10/2008;15/5/2009;6,88;309,91;616,41;0,00;616,41;0,08;0,00;0,00;0,00;0,00;783,00;402,00;35,00;367,00;0,00;751,00;3229,36;89,52;2,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;'T-380 5/64"'
'B37';9;'tilapia';16/9/2008;17/3/2009;0;19/9/2008;17/3/2009;5,86;542,67;897,00;0,00;897,00;0,32;0,00;0,00;0,00;0,00;2338,00;2655,00;855,00;1800,00;0,00;5620,00;585,26;152,84;6,59;0,00;0,00;0,00;0,00;1299480,00;799,99;247,00;0,00;1,00;0,00;0,00;'T-380 5/64"'
'B23';10;'tilapia';18/9/2008;29/4/2009;0;26/9/2008;29/4/2009;7,04;357,18;941,00;0,00;941,00;0,54;0,00;0,00;0,00;0,00;3203,00;2922,00;1579,00;1343,00;0,00;5362,00;841,48;133,49;5,48;0,00;0,00;0,00;0,00;770100,00;0,00;7,00;0,00;1,00;0,00;178,00;'T-380 5/64"'
'B17';25;'tilapia';21/9/2008;30/4/2009;0;22/9/2008;30/4/2009;7,21;336,57;1456,20;0,00;1456,20;0,34;0,00;0,00;0,00;0,00;2431,00;3185,00;1098,00;2087,00;0,00;3273,00;2583,69;201,88;2,17;0,00;0,00;0,00;0,00;0,00;2045,12;936,00;0,00;1,00;0,00;312,00;'T-380 5/64"'
'B36';18;'tilapia';27/9/2008;7/2/2009;0;29/9/2008;7/2/2009;4,29;96,48;522,60;0,00;522,60;0,00;0,00;0,00;0,00;0,00;269,00;177,00;0,00;1644,00;0,00;2976,00;1816,16;121,67;0,63;0,00;0,00;0,00;0,00;135900,00;38,99;1344,00;0,00;1,00;0,00;3,00;'T-380 5/64"'
'B22';11;'tilapia';8/10/2008;22/6/2009;0;28/10/2008;22/6/2009;7,77;1479,09;2755,20;0,00;2755,20;0,16;0,00;0,00;0,00;0,00;3249,00;3840,00;647,00;3624,00;0,00;5800,00;1542,57;354,57;2,54;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;1,00;0,00;0,00;'T-380 5/64"'
'B34';11;'tilapia';10/10/2008;6/5/2009;0;16/10/2008;6/5/2009;6,62;694,61;1338,55;0,00;1338,55;0,25;0,00;0,00;0,00;0,00;1209,00;3085,00;777,00;2312,00;0,00;2106,00;2515,18;202,10;1,87;0,00;0,00;0,00;0,00;0,00;2962,66;2084,00;0,00;1,00;0,00;369,00;'T-380 5/64"'
'B41';11;'crevette';20/10/2008;7/6/2010;0;6/12/2008;7/6/2010;17,96;413,04;1104,00;0,00;1104,00;0,65;0,00;0,00;0,00;0,00;7080,00;54975,00;36252,00;18723,00;0,00;6275,00;333,88;61,44;10,24;0,00;0,00;0,00;0,00;1133040,00;1954,00;2112,00;0,00;1,00;3,13;0,00;
'B42';10;'tilapia';20/10/2008;15/10/2009;0;6/1/2009;24/10/2009;9,24;131,21;1549,25;0,00;1549,25;0,18;0,00;0,00;0,00;0,00;4160,00;7740,00;1454,00;6286,00;0,00;5185,00;1611,48;167,56;2,93;0,00;0,00;0,00;0,00;271800,00;2590,00;1938,00;0,00;1,00;2,47;394,00;'T-380 5/64"'
'B40';9;'tilapia';20/10/2008;20/5/2009;0;29/10/2008;20/5/2009;6,65;1822,44;1883,00;0,00;1883,00;0,34;0,00;0,00;0,00;0,00;2792,00;3544,00;1223,00;2331,00;0,00;6761,00;73,31;282,91;46,10;0,00;0,00;0,00;0,00;1799280,00;0,00;0,00;0,00;1,00;0,00;0,00;'T-380 5/64"'
'B21';11;'crevette';3/12/2008;26/8/2009;0;4/12/2008;26/8/2009;8,68;301,99;767,62;0,00;767,62;0,59;0,00;0,00;0,00;0,00;3965,00;44488,00;26596,00;17892,00;0,00;5984,00;487,91;88,34;8,51;0,00;0,00;0,00;0,00;779160,00;1344,00;1266,00;0,00;1,00;0,00;0,00;
'B12';19;'crevette';9/12/2008;19/8/2009;0;10/12/2008;19/8/2009;8,26;218,61;432,50;0,00;432,50;0,64;0,00;0,00;0,00;0,00;2193,00;31312,00;20097,00;11215,00;0,00;4000,00;352,57;52,34;10,25;0,00;0,00;0,00;0,00;0,00;1020,11;1033,00;0,00;1,00;0,00;0,00;
'B31';18;'crevette';14/12/2008;13/1/2010;0;15/12/2008;13/1/2010;12,91;596,62;1972,00;0,00;1972,00;0,35;0,00;0,00;0,00;0,00;2477,00;11711,00;4166,00;7896,00;0,00;2079,00;2790,01;152,65;1,80;0,00;0,00;0,00;0,00;0,00;1173,20;1512,00;0,00;1,00;2,67;0,00;
'B03';34;'tilapia';17/12/2008;12/11/2009;0;18/12/2008;12/11/2009;10,78;662,40;1007,50;0,00;1007,50;0,01;0,00;0,00;0,00;0,00;883,00;438,00;8,00;430,00;0,00;997,00;1748,17;93,40;2,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2,81;0,00;'T-380 5/64"'
'B14';16;'crevette';30/12/2008;23/4/2009;0;1/1/2009;23/4/2009;3,67;12,74;593,30;0,00;593,30;0,41;0,00;0,00;0,00;0,00;1309,00;258151,00;107526,00;150625,00;0,00;3800,00;2266,60;161,56;2,25;0,00;0,00;0,00;0,00;0,00;200,00;192,00;0,00;1,00;0,00;0,00;
'B10';18;'tilapia';5/1/2009;8/9/2009;0;6/1/2009;8/9/2009;8,03;659,00;1953,00;0,00;1953,00;0,18;0,00;0,00;0,00;0,00;2732,00;7235,00;1329,00;5906,00;0,00;3865,00;2270,67;243,12;2,11;0,00;0,00;0,00;111000,00;388500,00;3058,00;2485,00;0,00;1,00;2,00;404,00;'T-380 5/64"'
'B30';12;'crevette';7/1/2009;2/4/2009;0;10/1/2009;2/4/2009;2,68;11,12;41,00;0,00;41,00;0,79;0,00;0,00;0,00;0,00;341,00;51495,00;40923,00;10572,00;0,00;3360,00;180,15;15,25;11,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;
'B28';10;'tilapia';30/1/2009;27/8/2009;0;30/1/2009;27/8/2009;6,85;1315,94;2367,89;0,00;2367,89;0,33;0,00;0,00;0,00;0,00;3480,00;8787,00;2966,00;5834,00;0,00;4410,00;1896,47;345,55;3,30;0,00;0,00;0,00;0,00;1177800,00;1882,00;2166,00;0,00;1,00;0,00;123,00;'T-380 5/64"'
'B13';17;'crevette';30/1/2009;26/9/2009;0;25/2/2009;26/9/2009;6,98;126,50;303,00;0,00;303,00;0,47;0,00;0,00;0,00;0,00;1129,00;32207,00;15276,00;16931,00;0,00;4000,00;344,22;43,38;6,39;0,00;0,00;0,00;543900,00;222000,00;400,00;846,00;0,00;1,00;2,22;0,00;
'B44';9;'tilapia';4/2/2009;20/2/2010;0;5/2/2009;20/2/2010;12,45;1263,66;2705,00;0,00;2705,00;0,07;0,00;0,00;0,00;0,00;5983,00;4705,00;376,00;4511,00;0,00;6278,00;1003,91;217,11;4,15;0,00;0,00;0,00;0,00;978480,00;4788,00;4411,01;0,00;1,00;3,03;3880,00;'T-280 3/16"'
'B16';25;'tilapia';24/2/2009;10/3/2010;0;25/2/2009;10/3/2010;12,39;368,00;468,75;0,00;468,75;0,10;0,00;0,00;0,00;0,00;2762,00;56,00;6,00;50,00;0,00;1798,00;246,32;37,82;27,41;0,00;0,00;0,00;0,00;0,00;90,00;264,00;7,5187969924812e-03;1,00;2,78;2170,00;'T-280 3/16"'
'B06';17;'crevette';1/3/2009;10/3/2010;0;4/3/2009;10/3/2010;12,16;175,00;637,00;0,00;637,00;0,57;0,00;0,00;0,00;0,00;3449,00;30964,00;17920,00;13044,00;0,00;3717,00;556,68;52,36;7,46;0,00;0,00;0,00;0,00;0,00;497,00;1290,00;0,00;1,00;3,10;0,00;
'B29';15;'crevette';1/3/2009;7/7/2010;0;4/3/2009;7/7/2010;16,06;178,00;614,00;0,00;614,00;0,64;0,00;0,00;0,00;0,00;4252,00;30712,00;19934,00;10778,00;0,00;3640,00;406,18;38,21;9,75;0,00;0,00;0,00;0,00;0,00;700,00;1286,00;0,00;1,00;3,20;0,00;
'B36';19;'crevette';2/3/2009;28/4/2010;0;11/3/2009;28/4/2010;13,54;118,00;633,87;0,00;633,87;0,47;0,00;0,00;0,00;0,00;2354,00;22467,00;10690,00;11777,00;0,00;2976,00;697,42;46,81;4,56;0,00;0,00;0,00;126840,00;434880,00;533,00;667,00;6,02409638554217e-03;1,00;2,53;0,00;
'B15';33;'crevette';12/3/2009;22/9/2009;0;25/3/2009;22/9/2009;5,93;20,50;162,18;0,00;162,18;0,25;0,00;0,00;0,00;0,00;545,00;5994,00;1531,00;4463,00;0,00;1509,00;861,98;27,32;3,84;0,00;0,00;0,00;88800,00;0,00;211,00;576,00;0,00;1,00;2,77;0,00;
'B19';14;'crevette';18/3/2009;7/4/2010;0;19/3/2009;7/4/2010;12,59;183,00;749,37;0,00;749,37;0,58;0,00;0,00;0,00;0,00;3191,00;32336,00;18891,00;13445,00;0,00;3987,00;614,70;59,52;5,63;0,00;0,00;0,00;133200,00;44400,00;659,00;574,00;0,00;1,00;2,79;0,00;
'B20';14;'crevette';23/3/2009;17/2/2010;0;25/3/2009;17/2/2010;10,78;113,00;606,75;0,00;606,75;0,54;0,00;0,00;0,00;0,00;2565,00;23551,00;12869,00;10682,00;0,00;4525,00;551,09;56,24;5,19;0,00;0,00;0,00;0,00;0,00;2066,00;1034,00;0,00;1,00;2,98;0,00;
'B27';10;'crevette';28/3/2009;3/2/2010;0;1/4/2009;3/2/2010;10,09;89,00;500,00;0,00;500,00;0,64;0,00;0,00;0,00;0,00;3004,00;24536,00;15776,00;8760,00;0,00;6081,00;364,63;49,51;7,30;0,00;0,00;0,00;489240,00;1268400,00;1364,00;2073,00;0,00;1,00;2,78;0,00;
'B05';19;'crevette';5/4/2009;22/12/2009;0;8/4/2009;22/12/2009;8,45;104,00;364,00;0,00;364,00;0,58;0,00;0,00;0,00;0,00;1629,00;18143,00;10549,00;7594,00;0,00;3204,00;522,63;43,03;6,26;0,00;0,00;0,00;0,00;66600,00;476,00;311,00;0,00;1,00;2,83;0,00;
'B32';12;'crevette';5/4/2009;14/4/2010;0;8/4/2009;14/4/2010;12,16;148,30;677,00;0,00;677,00;0,57;0,00;0,00;0,00;0,00;3141,00;28641,00;16447,00;12194,00;0,00;3993,00;593,02;55,65;5,94;0,00;0,00;0,00;0,00;0,00;660,00;884,00;0,00;1,00;3,08;0,00;
'B38';10;'crevette';12/4/2009;19/11/2009;0;22/4/2009;19/11/2009;6,91;94,00;466,00;0,00;466,00;0,57;0,00;0,00;0,00;0,00;2309,00;23028,00;13178,00;9850,00;0,00;5727,00;511,52;67,36;6,20;0,00;0,00;0,00;0,00;0,00;597,00;636,00;0,00;1,00;3,01;0,00;
'B37';10;'crevette';14/4/2009;19/7/2010;0;23/4/2009;19/7/2010;14,81;334,00;987,00;0,00;987,00;0,66;0,00;0,00;0,00;0,00;5833,00;53511,00;35784,00;17727,00;0,00;5620,00;427,14;66,60;8,93;0,00;0,00;0,00;0,00;715740,00;921,00;1237,00;0,00;1,00;3,03;0,00;
'B33';10;'crevette';16/4/2009;23/7/2009;0;17/4/2009;23/7/2009;3,18;21,80;698,50;0,00;698,50;0,33;0,00;0,00;0,00;0,00;1029,00;218670,00;73270,00;145400,00;0,00;3344,00;3466,48;219,63;1,52;0,00;0,00;0,00;0,00;362400,00;0,00;0,00;0,00;1,00;0,00;0,00;
'B08';24;'crevette';18/4/2009;1/8/2009;0;20/4/2009;1/8/2009;3,37;22,32;937,50;0,00;937,50;0,49;0,00;0,00;0,00;0,00;1301,00;265294,00;131838,00;133992,00;0,00;3926,00;3760,55;277,60;1,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;
'B24';13;'tilapia';22/4/2009;30/12/2009;0;29/4/2009;30/12/2009;8,03;1357,00;2399,50;0,00;2399,50;0,24;0,00;0,00;0,00;0,00;3623,00;7483,00;1823,00;7627,00;0,00;5137,00;1376,37;298,71;3,47;0,00;0,00;0,00;0,00;0,00;2197,00;3651,00;0,00;1,00;2,86;18,00;'T-380 5/64"'
'B30';13;'tilapia';25/4/2009;4/12/2009;0;29/4/2009;4/12/2009;7,18;522,00;868,00;0,00;868,00;0,00;0,00;0,00;0,00;0,00;1033,00;191,00;0,00;1044,00;0,00;3360,00;781,32;120,88;2,98;0,00;0,00;0,00;0,00;549120,00;0,00;163,00;0,00;1,00;3,08;0,00;'T-380 5/64"'
'B35';17;'tilapia';28/4/2009;19/9/2009;0;30/4/2009;19/9/2009;4,65;117,99;850,00;0,00;850,00;0,41;0,00;0,00;0,00;0,00;1737,00;11780,00;4837,00;6943,00;0,00;2106,00;4067,28;182,57;2,37;0,00;0,00;0,00;0,00;1156680,00;11780,00;5293,00;0,00;1,00;2,27;1412,00;'T-380 5/64"'
'B14';17;'crevette';10/5/2009;17/9/2009;0;11/5/2009;17/9/2009;4,22;170,78;631,00;0,00;631,00;0,51;0,00;0,00;0,00;0,00;895,00;110839,00;56612,00;54227,00;0,00;3800,00;1560,01;149,18;1,94;0,00;0,00;0,00;155400,00;0,00;234,00;239,00;0,00;1,00;2,07;0,00;
'AD1';12;'tilapia';18/5/2009;29/10/2009;0;19/5/2009;29/10/2009;5,34;276,05;1032,93;0,00;1032,93;4,08600058371437e-03;0,00;0,00;0,00;0,00;1877,00;10279,00;42,00;11800,00;0,00;4726,00;1632,62;193,27;2,47;0,00;0,00;0,00;144300,00;0,00;10279,00;3215,00;0,00;1,00;2,82;1470,00;'T-380 5/64"'
'B07';15;'crevette';25/5/2009;3/9/2009;0;26/5/2009;3/9/2009;3,27;56,48;298,31;0,00;298,31;0,82;0,00;0,00;0,00;0,00;1022,00;180856,00;148363,00;32493,00;0,00;3633,00;1106,04;90,98;4,22;0,00;0,00;0,00;0,00;0,00;255,00;239,00;0,00;1,00;0,00;0,00;
'B39';10;'crevette';18/6/2009;17/3/2010;0;19/6/2009;17/3/2010;8,88;136,00;814,00;0,00;814,00;0,56;0,00;0,00;0,00;0,00;3306,00;32640,00;18340,00;14300,00;0,00;5768,00;720,72;91,61;4,87;0,00;0,00;0,00;428400,00;428400,00;3006,00;479,00;0,00;1,00;3,15;0,00;
'B40';10;'crevette';23/6/2009;16/6/2010;0;24/6/2009;16/6/2010;11,70;184,50;912,00;0,00;912,00;0,61;0,00;0,00;0,00;0,00;4430,00;40590,00;24769,00;15821,00;0,00;6761,00;500,83;77,91;6,08;0,00;0,00;0,00;885360,00;1313760,00;852,00;756,00;0,01;1,00;2,83;0,00;
'B23';11;'crevette';24/6/2009;5/6/2010;0;25/6/2009;6/7/2010;11,31;148,00;769,00;0,00;769,00;0,57;0,00;0,00;0,00;0,00;3307,00;32188,00;18640,00;13548,00;0,00;5362,00;557,80;67,98;5,32;0,00;0,00;0,00;579840,00;434880,00;659,00;673,00;0,00;1,00;2,83;0,00;
'A03';9;'crevette';30/6/2009;24/2/2010;0;1/7/2009;24/2/2010;7,80;121,00;578,00;0,00;578,00;0,51;0,00;0,00;0,00;0,00;2463,00;23366,00;12144,00;11222,00;0,00;4200,00;759,67;74,07;5,38;0,00;0,00;0,00;0,00;0,00;3165,00;1489,00;0,00;1,00;2,98;0,00;
'B34';12;'crevette';30/6/2009;10/2/2010;0;1/7/2009;10/2/2010;7,34;125,00;365,00;0,00;365,00;0,48;0,00;0,00;0,00;0,00;1187,00;14636,00;7162,00;7474,00;0,00;2106,00;845,36;49,69;4,94;0,00;0,00;0,00;0,00;0,00;1187,00;552,00;0,00;1,00;2,71;0,00;
'A02';11;'crevette';8/7/2009;6/4/2010;0;9/7/2009;6/4/2010;8,88;162,00;449,00;0,00;449,00;0,50;0,00;0,00;0,00;0,00;1882,00;17643,00;8896,00;8747,00;0,00;3658,00;481,06;50,53;6,55;0,00;0,00;0,00;66600,00;0,00;527,00;677,00;0,00;1,00;3,22;0,00;
'B22';12;'crevette';28/7/2009;10/6/2010;0;29/7/2009;10/6/2010;10,36;314,00;1007,00;0,00;1007,00;0,48;0,00;0,00;0,00;0,00;2907,00;35204,00;17146,00;18058,00;0,00;5800,00;628,28;97,19;4,19;0,00;0,00;0,00;0,00;0,00;371,00;386,00;0,00;1,00;3,03;0,00;
'B17';26;'crevette';4/8/2009;24/5/2010;0;5/8/2009;24/5/2010;9,57;111,00;429,00;0,00;429,00;0,59;0,00;0,00;0,00;0,00;2188,00;20681,00;12248,00;8433,00;0,00;3273,00;552,88;44,80;6,88;0,00;0,00;0,00;0,00;0,00;353,00;427,00;0,00;1,00;2,91;0,00;
'B04';19;'crevette';5/8/2009;14/12/2009;0;12/8/2009;14/12/2009;4,06;497,00;483,00;0,00;483,00;0,46;0,00;0,00;0,00;0,00;916,00;17189,00;8071,00;9118,00;0,00;3878,00;-48,37;118,80;-65,42;0,00;0,00;0,00;0,00;477300,00;236,99;250,89;0,00;1,00;2,97;0,00;
