'bassin';'cycle';'lot';'datesemis';'quantit�';'quantit�ml';'quantit�lb';'poids';'commentaire';'grpoisson';'esp�ce'
'B22';15;2;18/11/2011;558,00;0,00;2,00;279,00;'B28';227,00;
'B22';15;1;18/11/2011;51,00;0,00;1,96;26,00;'B28';231,45;
'B54';12;2;18/11/2011;606,00;0,00;3,27;185,00;'B44';138,59;
'B54';12;1;18/11/2011;82,00;0,00;4,31;19,00;'B44';105,19;
'B33';0;0;18/11/2011;7,00;0,00;1,40;5,00;'B34';324,28;'CAR'
'B22';0;0;18/11/2011;51,00;0,00;1,96;26,00;'B28';231,45;'CAR'
'B27';0;0;18/11/2011;23,00;0,00;0,46;50,00;'B28';986,95;'CAR'
'B54';0;0;18/11/2011;82,00;0,00;4,31;19,00;'B44';105,19;'CAR'
'B40';13;1;19/11/2011;4060,00;0,00;70,00;58,00;'B34';0,00;
'B07';21;2;21/11/2011;510,00;0,00;34,00;15,00;'B23';0,00;
'B08';28;2;21/11/2011;510,00;0,00;34,00;15,00;'B23';0,00;
'B11';23;2;21/11/2011;578,00;0,00;34,00;17,00;'B23';0,00;
'B10';21;2;21/11/2011;204,00;0,00;34,00;6,00;'B23';0,00;
'B26';23;1;21/11/2011;210,00;0,00;35,00;6,00;'B24';0,00;
'B40';13;2;21/11/2011;783,00;0,00;27,00;29,00;'B38';0,00;
'B54';12;2;22/11/2011;27,00;0,00;2,25;12,00;'B57';201,77;
'B54';12;2;23/11/2011;22,00;0,00;2,20;10,00;'B52';206,36;
'B54';12;2;22/11/2011;22,00;0,00;2,20;10,00;'B52';206,36;
'B54';12;2;23/11/2011;20,00;0,00;2,50;8,00;'B57';181,60;
'B54';12;1;23/11/2011;10,00;0,00;2,50;4,00;'B57';181,60;
'B54';12;2;23/11/2011;255,00;0,00;3,07;83,00;'B44';147,77;
'B43';11;2;23/11/2011;45,00;0,00;4,50;10,00;'B44';100,88;
'B54';0;0;23/11/2011;10,00;0,00;2,50;4,00;'B57';181,60;'CAR'
'B43';0;0;23/11/2011;45,00;0,00;4,50;10,00;'B44';100,88;'CAR'
'B51';17;1;24/11/2011;9,00;0,00;0,90;10,00;'B52';504,44;
'B39';12;1;24/11/2011;72,00;0,00;1,30;55,00;'B52';346,80;
'A01';21;1;24/11/2011;40,00;0,00;13,33;3,00;'AD1';34,05;
'B47';8;2;24/11/2011;205,00;0,00;1,75;117,00;'B28';259,11;
'B22';15;1;24/11/2011;14,00;0,00;2,00;7,00;'B28';227,00;
'B22';15;1;24/11/2011;65,00;0,00;2,32;28,00;'B30';195,56;
'B43';11;2;24/11/2011;173,00;0,00;1,31;132,00;'B30';346,40;
'B47';8;1;24/11/2011;885,00;0,00;3,12;283,00;'B30';145,17;
'B22';15;2;24/11/2011;15,00;0,00;1,07;14,00;'B30';423,73;
'B51';0;0;24/11/2011;9,00;0,00;0,90;10,00;'B52';504,44;'CAR'
'A01';0;0;24/11/2011;40,00;0,00;13,33;3,00;'AD1';34,05;'CAR'
'B05';0;0;24/11/2011;32,00;0,00;1,18;27,00;'AD1';383,06;'CAR'
'B03';0;0;24/11/2011;13,00;0,00;2,16;6,00;'AD1';209,53;'CAR'
'B22';0;0;24/11/2011;14,00;0,00;2,00;7,00;'B28';227,00;'CAR'
'B27';0;0;24/11/2011;3,00;0,00;0,50;6,00;'B28';908,00;'CAR'
'B22';0;0;24/11/2011;65,00;0,00;2,32;28,00;'B30';195,56;'CAR'
'B43';0;0;24/11/2011;173,00;0,00;1,31;132,00;'B30';346,40;'CAR'
'B32';0;0;24/11/2011;40,00;0,00;2,00;20,00;'B30';227,00;'CAR'
'B47';0;0;24/11/2011;885,00;0,00;3,12;283,00;'B30';145,17;'CAR'
'A02';13;1;25/11/2011;50,00;0,00;1,25;40,00;'AD1';363,20;
'A01';21;1;25/11/2011;120,00;0,00;20,00;6,00;'AD1';22,70;
'B47';8;1;25/11/2011;119,00;0,00;4,40;27,00;'B30';103,00;
'A01';21;1;25/11/2011;24,00;0,00;8,00;3,00;'B30';56,75;
'A01';0;0;25/11/2011;120,00;0,00;20,00;6,00;'AD1';22,70;'CAR'
'A02';0;0;25/11/2011;50,00;0,00;1,25;40,00;'AD1';363,20;'CAR'
'B05';0;0;25/11/2011;19,00;0,00;0,63;30,00;'B06';716,84;'CAR'
'B47';0;0;25/11/2011;119,00;0,00;4,40;27,00;'B30';103,00;'CAR'
'A01';0;0;25/11/2011;34,00;0,00;11,33;3,00;'B30';40,05;'CAR'
'B36';0;0;25/11/2011;30,00;0,00;1,87;16,00;'B30';242,13;'CAR'
'B24';16;1;24/11/2011;360,00;0,00;18,00;20,00;'B30';0,00;
'B36';24;1;28/11/2011;135,00;0,00;27,00;5,00;'B24';0,00;
'B40';13;2;28/11/2011;250,00;0,00;25,00;10,00;'B42';0,00;
'B22';0;0;28/11/2011;1,00;0,00;1,00;1,00;'B24';454,00;'CAR'
'B43';0;0;28/11/2011;3,00;0,00;1,50;2,00;'B42';302,66;'CAR'
'A02';0;0;30/11/2011;44,00;0,00;0,43;102,00;'B05';1052,45;'CAR'
'B54';12;2;1/12/2011;705,00;0,00;3,71;190,00;'B44';122,35;
'B43';11;2;1/12/2011;260,00;0,00;3,71;70,00;'B44';122,23;
'B24';16;1;1/12/2011;54,00;0,00;18,00;3,00;'B30';0,00;
'B47';8;1;1/12/2011;22,00;0,00;3,14;7,00;'B30';144,45;
'B37';13;1;1/12/2011;160,00;0,00;1,86;86,00;'B28';244,02;
'B43';0;0;1/12/2011;260,00;0,00;3,71;70,00;'B44';122,23;'CAR'
'B47';0;0;1/12/2011;22,00;0,00;3,14;7,00;'B30';144,45;'CAR'
'B27';0;0;1/12/2011;2,00;0,00;0,50;4,00;'B28';908,00;'CAR'
'B22';15;1;2/12/2011;30,00;0,00;3,00;10,00;'B30';151,33;
'B24';16;1;2/12/2011;420,00;0,00;12,00;35,00;'B30';0,00;
'B22';0;0;2/12/2011;30,00;0,00;3,00;10,00;'B30';151,33;'CAR'
'B22';15;1;28/11/2011;1,00;0,00;1,00;1,00;'B24';454,00;
'B36';24;1;30/11/2011;338,00;0,00;26,00;13,00;'B38';0,00;
'B10';21;2;5/12/2011;84,00;0,00;28,00;3,00;'B24';0,00;
'B37';13;1;5/12/2011;276,00;0,00;1,89;146,00;'B28';240,15;
'B10';21;2;6/12/2011;56,00;0,00;28,00;2,00;'B24';0,00;
'A01';21;1;6/12/2011;378,00;0,00;18,00;21,00;'A02';25,22;
'A01';0;0;6/12/2011;378,00;0,00;18,00;21,00;'A02';25,22;'CAR'
'B23';14;1;6/12/2011;1407,00;0,00;11,43;123,00;'B29';39,68;
'B23';0;0;6/12/2011;1407,00;0,00;11,43;123,00;'B29';39,68;'CAR'
'B37';13;1;7/12/2011;320,00;0,00;1,98;161,00;'B39';228,41;
'B37';13;2;7/12/2011;75,00;0,00;2,50;30,00;'B39';181,60;
'B37';0;0;7/12/2011;75,00;0,00;2,50;30,00;'B39';181,60;'CAR'
'B37';13;1;8/12/2011;327,00;0,00;1,82;179,00;'B28';248,51;
'B37';13;2;8/12/2011;13,00;0,00;2,16;6,00;'B28';209,53;
'B05';22;2;8/12/2011;54,00;0,00;18,00;3,00;'B06';0,00;
'B36';24;1;8/12/2011;1564,00;0,00;68,00;23,00;'B06';0,00;
'B22';15;2;8/12/2011;26,00;0,00;2,00;13,00;'B28';227,00;
'B23';14;1;8/12/2011;737,00;0,00;12,70;58,00;'A01';35,72;
'B17';28;2;8/12/2011;100,00;0,00;3,44;29,00;'A01';131,66;
'B37';0;0;8/12/2011;13,00;0,00;2,16;6,00;'B28';209,53;'CAR'
'B05';0;0;8/12/2011;10,00;0,00;0,55;18,00;'B06';817,20;'CAR'
'B23';0;0;8/12/2011;737,00;0,00;12,70;58,00;'A01';35,72;'CAR'
'B17';0;0;8/12/2011;100,00;0,00;3,44;29,00;'A01';131,66;'CAR'
'B36';24;1;9/12/2011;2940,00;0,00;60,00;49,00;'B06';0,00;
'B05';0;0;9/12/2011;17,00;0,00;0,42;40,00;'B06';1068,23;'CAR'
'B34';18;1;9/12/2011;100000,00;87,70;39815,80;2,51;;0,00;
'B23';14;1;9/12/2011;233,00;0,00;11,65;20,00;'A01';38,96;
'B23';14;1;9/12/2011;600,00;0,00;15,00;40,00;'A01';30,26;
'B17';28;2;9/12/2011;69,00;0,00;4,05;17,00;'A01';111,85;
'B17';0;0;9/12/2011;69,00;0,00;4,05;17,00;'A01';111,85;'CAR'
'B23';0;0;9/12/2011;233,00;0,00;11,65;20,00;'A01';38,96;'CAR'
'B23';0;0;9/12/2011;600,00;0,00;15,00;40,00;'A01';30,26;'CAR'
'B34';18;1;9/12/2011;135000,00;100,00;45400,00;2,97;;0,00;
'B34';18;2;12/12/2011;315,00;0,00;35,00;9,00;'B38';0,00;
'B30';17;1;13/12/2011;748,00;0,00;34,00;22,00;'B26 Policia';0,00;
'AD3';0;0;13/12/2011;15,00;0,00;1,50;10,00;'B26';302,66;'CAR'
'B37';13;1;14/12/2011;100,00;0,00;2,12;47,00;'B39';213,38;
'B37';13;2;14/12/2011;200,00;0,00;2,22;90,00;'B39';204,30;
'B37';13;3;14/12/2011;650,00;0,00;50,00;13,00;'B39';9,08;
'B37';0;0;14/12/2011;100,00;0,00;2,12;47,00;'B39';213,38;'CAR'
'B37';0;0;14/12/2011;650,00;0,00;50,00;13,00;'B39';9,08;'CAR'
'B30';17;2;16/12/2011;120000,00;83,00;37682,00;3,18;;0,00;
'B30';17;2;16/12/2011;130000,00;95,00;43130,00;3,01;;0,00;
'B30';0;0;;;0,00;;0,00;;0,00;'CAR'
'B29';0;0;20/12/2011;5,00;0,00;0,71;7,00;'B27';635,60;'CAR'
'B37';13;2;21/12/2011;280,00;0,00;1,60;174,00;'B29';282,12;
'B22';15;2;21/12/2011;11,00;0,00;1,22;9,00;'B29';371,45;
'B23';14;1;21/12/2011;179,00;0,00;3,31;54,00;'B29';136,96;
'B27';13;1;21/12/2011;234,00;0,00;18,00;13,00;'B29';0,00;
'B37';0;0;21/12/2011;280,00;0,00;1,60;174,00;'B29';282,12;'CAR'
'B23';0;0;21/12/2011;179,00;0,00;3,31;54,00;'B29';136,96;'CAR'
'B37';13;2;22/12/2011;55,00;0,00;1,71;32,00;'B29';264,14;
'B23';14;1;22/12/2011;100,00;0,00;7,14;14,00;'B29';63,56;
'B27';13;1;22/12/2011;72,00;0,00;18,00;4,00;'B29';0,00;
'B37';0;0;22/12/2011;55,00;0,00;1,71;32,00;'B29';264,14;'CAR'
'B23';0;0;22/12/2011;100,00;0,00;7,14;14,00;'B29';63,56;'CAR'
'B28';15;1;22/12/2011;107000,00;90,00;40860,00;2,61;;0,00;
'B28';15;1;22/12/2011;61000,00;115,00;52210,00;1,16;;0,00;
'B30';17;2;22/12/2011;20000,00;90,00;40860,00;0,48;;0,00;
'B40';13;2;26/12/2011;58,00;0,00;29,00;2,00;'B42';0,00;
'B28';15;2;26/12/2011;132,00;0,00;33,00;4,00;'B27';0,00;
'A02';0;0;28/12/2011;21,00;0,00;0,42;50,00;'B05';1080,95;'CAR'
'B06';21;1;29/12/2011;300,00;0,00;3,57;84,00;'B17';127,12;
'B19';16;2;29/12/2011;36,00;0,00;0,65;55,00;'B17';693,61;
'B06';21;2;30/12/2011;6300,00;0,00;168,14;37,46;;2,70;
'B28';15;1;30/12/2011;60000,00;75,00;34050,00;1,76;;0,00;
'B28';15;1;30/12/2011;70000,00;71,00;32234,00;2,17;;0,00;
'B28';15;1;30/12/2011;20800,00;90,00;40860,00;0,50;;0,00;
'B28';15;2;2/1/2012;68,00;0,00;34,00;2,00;'B28';0,00;
'B04';23;2;2/1/2012;196,00;0,00;28,00;7,00;'B05';0,00;
'A02';0;0;2/1/2012;2,00;0,00;0,50;4,00;'B12';908,00;'CAR'
'AD2';0;0;2/1/2012;27,00;0,00;0,38;70,00;'B07';1177,03;'CAR'
'AD2';15;2;2/1/2012;27,00;0,00;0,38;70,00;'B07';1177,03;
'A02';13;1;2/1/2012;2,00;0,00;0,50;4,00;'B12';908,00;
'B23';14;1;3/1/2012;511,00;0,00;11,10;46,00;'B29';40,86;
'B37';13;2;3/1/2012;110,00;0,00;1,61;68,00;'B29';280,65;
'B32';14;1;3/1/2012;450,00;0,00;18,00;25,00;'B29';0,00;
'B23';0;0;3/1/2012;511,00;0,00;11,10;46,00;'B29';40,86;'CAR'
'B37';0;0;3/1/2012;110,00;0,00;1,61;68,00;'B29';280,65;'CAR'
'B46';10;1;4/1/2012;72,00;0,00;18,00;4,00;'B46';0,00;
'B47';8;1;4/1/2012;395,00;0,00;1,38;286,00;'B45';328,71;
'B47';0;0;4/1/2012;395,00;0,00;1,38;286,00;'B45';328,71;'CAR'
'B06';21;2;6/1/2012;8450,00;0,00;338,00;25,00;;1,34;
'B38';14;1;6/1/2012;59850,00;70,00;31780,00;1,88;;0,00;
'B38';14;1;6/1/2012;64000,00;80,00;36320,00;1,76;;0,00;
'B04';23;2;6/1/2012;570,00;0,00;30,00;19,00;'B05';0,00;
'B07';21;2;6/1/2012;210,00;0,00;30,00;7,00;'A03';0,00;
'B04';0;0;6/1/2012;3,00;0,00;0,60;5,00;'B05';756,66;'CAR'
'B19';0;0;6/1/2012;70,00;0,00;0,66;105,00;'B17';681,00;'CAR'
'AD1';16;1;6/1/2012;1596,00;0,00;2,24;710,00;'B17';201,96;
'B19';16;2;6/1/2012;70,00;0,00;0,66;105,00;'B17';681,00;
'B06';0;0;;;0,00;;0,00;;0,00;'CAR'
'B19';0;0;29/12/2011;36,00;0,00;0,65;55,00;'B17';693,61;'CAR'
'B06';0;0;29/12/2011;300,00;0,00;3,57;84,00;'B17';127,12;'CAR'
'B47';8;1;12/1/2012;222,00;0,00;1,83;121,00;'B45';247,45;
'B47';0;0;12/1/2012;222,00;0,00;1,83;121,00;'B45';247,45;'CAR'
'B41';14;1;12/1/2012;9800,00;0,00;203,58;48,13;;2,23;
'A02';13;1;13/1/2012;25,00;0,00;0,69;36,00;'B17';653,76;
'B21';14;1;13/1/2012;185,00;0,00;2,28;81,00;'B17';198,77;
'AD1';16;1;13/1/2012;789,00;0,00;2,10;374,00;'B17';215,20;
'A02';0;0;13/1/2012;25,00;0,00;0,69;36,00;'B17';653,76;'CAR'
'B21';0;0;13/1/2012;185,00;0,00;2,28;81,00;'B17';198,77;'CAR'
'AD1';0;0;;;0,00;;0,00;;0,00;'CAR'
'AD1';0;0;6/1/2012;1596,00;0,00;2,24;710,00;'B17';201,96;'CAR'
'AD1';0;0;13/1/2012;789,00;0,00;2,10;374,00;'B17';215,20;'CAR'
'B38';14;2;16/1/2012;288,00;0,00;32,00;9,00;'B32';0,00;
'B38';14;2;17/1/2012;1200,00;0,00;40,00;30,00;'B32';0,00;
'B56';14;1;19/1/2012;140,00;0,00;2,25;62,00;'B45';201,05;
'B41';14;2;19/1/2012;155,00;0,00;11,92;13,00;'B45';38,07;
'B54';12;2;19/1/2012;15,00;0,00;1,15;13,00;'B45';393,46;
'B19';16;2;19/1/2012;1,00;0,00;0,50;2,00;'B17';908,00;
'B31';23;1;19/1/2012;45,00;0,00;2,14;21,00;'B17';211,86;
'B33';16;1;19/1/2012;70,00;0,00;2,69;26,00;'B17';168,62;
'B24';17;1;19/1/2012;174,00;0,00;4,14;42,00;'B17';109,58;
'B56';0;0;19/1/2012;140,00;0,00;2,25;62,00;'B45';201,05;'CAR'
'B41';0;0;19/1/2012;155,00;0,00;11,92;13,00;'B45';38,07;'CAR'
'B40';0;0;19/1/2012;50,00;0,00;1,66;30,00;'B40';272,40;'CAR'
'B19';0;0;19/1/2012;1,00;0,00;0,50;2,00;'B17';908,00;'CAR'
'B31';0;0;19/1/2012;45,00;0,00;2,14;21,00;'B17';211,86;'CAR'
'B33';0;0;19/1/2012;70,00;0,00;2,69;26,00;'B17';168,62;'CAR'
'B08';0;0;19/1/2012;20,00;0,00;1,42;14,00;'B17';317,80;'CAR'
'B24';0;0;19/1/2012;174,00;0,00;4,14;42,00;'B17';109,58;'CAR'
'B24';17;1;20/1/2012;533,00;0,00;3,75;142,00;'B17';120,95;
'B24';17;1;20/1/2012;1,00;0,00;1,00;1,00;'B03';454,00;
'B24';17;2;20/1/2012;793,00;0,00;4,30;184,00;'B03';105,34;
'B07';0;0;20/1/2012;20,00;0,00;2,00;10,00;'B07';227,00;'CAR'
'B13';0;0;20/1/2012;25,00;0,00;1,92;13,00;'B13';236,08;'CAR'
'B24';0;0;20/1/2012;533,00;0,00;3,75;142,00;'B17';120,95;'CAR'
'B24';0;0;20/1/2012;1,00;0,00;1,00;1,00;'B03';454,00;'CAR'
'B56';14;1;23/1/2012;375,00;0,00;1,30;288,00;'B51';348,67;
'B37';13;1;23/1/2012;50,00;0,00;2,50;20,00;'B35';181,60;
'B24';17;1;23/1/2012;142,00;0,00;1,67;85,00;'B19';271,76;
'B14';20;1;23/1/2012;200,00;0,00;8,00;25,00;'B19';0,00;
'B56';0;0;23/1/2012;375,00;0,00;1,30;288,00;'B51';348,67;'CAR'
'B36';0;0;23/1/2012;245,00;0,00;2,78;88,00;'B35';163,06;'CAR'
'B24';0;0;23/1/2012;142,00;0,00;1,67;85,00;'B19';271,76;'CAR'
'B24';17;1;24/1/2012;126,00;0,00;1,46;86,00;'B19';309,87;
'B22';15;1;24/1/2012;175,00;0,00;1,21;144,00;'A02';373,57;
'B26';24;1;24/1/2012;462,00;0,00;14,00;33,00;'A02';32,42;
'B26';24;1;24/1/2012;86,00;0,00;8,60;10,00;'AD3';52,79;
'B25';16;2;24/1/2012;132,00;0,00;1,41;93,00;'AD3';319,86;
'B24';0;0;24/1/2012;126,00;0,00;1,46;86,00;'B19';309,87;'CAR'
'B05';0;0;24/1/2012;50,00;0,00;1,66;30,00;'B19';272,40;'CAR'
'B22';0;0;24/1/2012;175,00;0,00;1,21;144,00;'A02';373,57;'CAR'
'B26';0;0;24/1/2012;462,00;0,00;14,00;33,00;'A02';32,42;'CAR'
'B26';0;0;24/1/2012;86,00;0,00;8,60;10,00;'AD3';52,79;'CAR'
'B25';0;0;24/1/2012;132,00;0,00;1,41;93,00;'AD3';319,86;'CAR'
'B41';0;0;19/1/2012;155,00;0,00;11,92;13,00;'B45';38,07;'CAR'
'B41';14;1;24/1/2012;18000,00;0,00;302,66;59,47;;1,50;
'B24';17;2;25/1/2012;40,00;0,00;4,44;9,00;'B03';102,15;
'B24';17;2;26/1/2012;23,00;0,00;5,75;4,00;'B03';78,95;
'A02';0;0;26/1/2012;10,00;0,00;0,66;15,00;'B03';681,00;'CAR'
'B26';24;1;1/2/2012;240,00;0,00;20,00;12,00;'A02';22,70;
'B25';16;2;1/2/2012;150,00;0,00;1,64;91,00;'AD3';275,42;
'B04';0;0;1/2/2012;40,00;0,00;1,33;30,00;'A02';340,50;'CAR'
'B26';0;0;1/2/2012;240,00;0,00;20,00;12,00;'B26';22,70;'CAR'
'A03';0;0;1/2/2012;15,00;0,00;2,14;7,00;'A02';211,86;'CAR'
'A03';0;0;1/2/2012;75,00;0,00;25,00;3,00;'A02';18,16;'CAR'
'B08';0;0;1/2/2012;40,00;0,00;3,33;12,00;'AD3';136,20;'CAR'
'B25';0;0;1/2/2012;150,00;0,00;1,64;91,00;'AD3';275,42;'CAR'
'B26';0;0;1/2/2012;106,00;0,00;7,06;15,00;'AD3';64,24;'CAR'
'B26';24;1;3/2/2012;223,00;0,00;6,75;33,00;'AD3';67,18;
'B26';24;1;1/2/2012;106,00;0,00;7,06;15,00;'AD3';64,24;
'A01';22;1;3/2/2012;43,00;0,00;0,84;51,00;'AD3';538,46;
'A01';0;0;3/2/2012;43,00;0,00;0,84;51,00;'AD3';538,46;'CAR'
'B44';0;0;3/2/2012;70,00;0,00;2,05;34,00;'AD3';220,51;'CAR'
'A03';0;0;3/2/2012;35,00;0,00;2,33;15,00;'AD3';194,57;'CAR'
'B14';0;0;3/2/2012;30,00;0,00;2,14;14,00;'AD3';211,86;'CAR'
'B12';0;0;3/2/2012;35,00;0,00;1,75;20,00;'AD3';259,42;'CAR'
'B11';0;0;3/2/2012;40,00;0,00;1,33;30,00;'AD3';340,50;'CAR'
'B26';0;0;3/2/2012;223,00;0,00;6,75;33,00;'AD3';67,18;'CAR'
'A01';0;0;6/2/2012;10,00;0,00;0,66;15,00;'B36';681,00;'CAR'
'A01';0;0;6/2/2012;19,00;0,00;0,54;35,00;'B07';836,31;'CAR'
'B04';0;0;;;0,00;;0,00;;0,00;'CAR'
'A01';0;0;6/2/2012;18,00;0,00;0,40;45,00;'B04';1135,00;'CAR'
'A01';0;0;6/2/2012;14,00;0,00;0,48;29,00;'B12';940,42;'CAR'
'A01';22;1;6/2/2012;10,00;0,00;0,66;15,00;'B36';681,00;
'A01';22;1;6/2/2012;14,00;0,00;0,48;29,00;'B12';940,42;
'A01';22;1;6/2/2012;19,00;0,00;0,54;35,00;'B07';836,31;
'A01';22;1;6/2/2012;18,00;0,00;0,40;45,00;'B04';1135,00;
'B26';24;1;7/2/2012;270,00;0,00;10,00;27,00;'AD3';45,40;
'B36';0;0;7/2/2012;28,00;0,00;1,86;15,00;'AD3';243,21;'CAR'
'B26';0;0;7/2/2012;270,00;0,00;10,00;27,00;'AD3';45,40;'CAR'
'B56';14;1;8/2/2012;80,00;0,00;1,73;46,00;'B51';261,05;
'B22';0;0;8/2/2012;98,00;0,00;1,88;52,00;'B20';240,89;'CAR'
'B17';0;0;8/2/2012;50,00;0,00;1,92;26,00;'B20';236,08;'CAR'
'B22';15;2;8/2/2012;50,00;0,00;1,61;31,00;'B20';281,48;
'B22';15;1;8/2/2012;98,00;0,00;1,88;52,00;'B20';240,89;
'B03';43;1;9/2/2012;1000,00;0,00;181,60;5,50;'Rojo';2,50;
'B05';23;1;10/2/2012;17325,00;0,00;275,00;63,00;'B30';0,00;
'B05';23;1;10/2/2012;2124,00;0,00;354,00;6,00;'B28';0,00;
'B29';0;0;10/2/2012;11,00;0,00;1,83;6,00;'B28';247,63;'CAR'
'B37';0;0;13/2/2012;18,00;0,00;0,72;25,00;'B40';630,55;'CAR'
'A01';0;0;13/2/2012;17,00;0,00;0,56;30,00;'B14';801,17;'CAR'
'A01';0;0;13/2/2012;11,00;0,00;0,55;20,00;'B13';825,45;'CAR'
'A01';0;0;13/2/2012;23,00;0,00;0,32;70,00;'B11';1381,73;'CAR'
'A01';0;0;13/2/2012;18,00;0,00;0,60;30,00;'B08';756,66;'CAR'
'B26';24;1;14/2/2012;168,00;0,00;7,00;24,00;'B35';64,85;
'B36';24;2;14/2/2012;100,00;0,00;2,43;41,00;'B35';186,14;
'B24';17;1;14/2/2012;61,00;0,00;1,84;33,00;'AD2';245,60;
'B03';43;2;14/2/2012;15,00;0,00;3,00;5,00;'B20';151,33;
'B22';15;1;14/2/2012;150,00;0,00;1,85;81,00;'B20';245,16;
'B23';14;1;14/2/2012;66,00;0,00;5,50;12,00;'B20';82,54;
'A01';22;1;13/2/2012;17,00;0,00;0,56;30,00;'B14';801,17;
'A01';22;1;13/2/2012;11,00;0,00;0,55;20,00;'B13';825,45;
'A01';22;1;13/2/2012;23,00;0,00;0,32;70,00;'B11';1381,73;
'A01';22;1;13/2/2012;18,00;0,00;0,60;30,00;'B08';756,66;
'B29';0;0;14/2/2012;35,00;0,00;1,66;21,00;'B35';272,40;'CAR'
'B36';0;0;14/2/2012;100,00;0,00;2,43;41,00;'B35';186,14;'CAR'
'B26';0;0;14/2/2012;168,00;0,00;7,00;24,00;'B35';64,85;'CAR'
'B24';0;0;14/2/2012;61,00;0,00;1,84;33,00;'AD2';245,60;'CAR'
'B19';0;0;14/2/2012;45,00;0,00;1,60;28,00;'B20';282,48;'CAR'
'B03';0;0;14/2/2012;15,00;0,00;3,00;5,00;'B20';151,33;'CAR'
'B22';0;0;14/2/2012;150,00;0,00;1,85;81,00;'B20';245,16;'CAR'
'B23';0;0;14/2/2012;66,00;0,00;5,50;12,00;'B20';82,54;'CAR'
'B36';24;2;25/11/2011;30,00;0,00;1,87;16,00;'B30';242,13;
'B36';24;2;23/1/2012;245,00;0,00;2,78;88,00;'B35';163,06;
'B36';24;2;7/2/2012;28,00;0,00;1,86;15,00;'AD3';243,21;
'B22';15;1;15/2/2012;106,00;0,00;1,85;57,00;'B20';244,13;
'B23';14;1;15/2/2012;130,00;0,00;4,33;30,00;'B20';104,76;
'B56';14;1;15/2/2012;267,00;0,00;1,25;213,00;'B58';362,17;
'B22';0;0;15/2/2012;106,00;0,00;1,85;57,00;'B20';244,13;'CAR'
'B10';0;0;15/2/2012;30,00;0,00;1,87;16,00;'B20';242,13;'CAR'
'B23';0;0;15/2/2012;130,00;0,00;4,33;30,00;'B20';104,76;'CAR'
'B56';0;0;15/2/2012;267,00;0,00;1,25;213,00;'B58';362,17;'CAR'
'A03';14;1;16/2/2012;10600,00;0,00;265,00;40,00;'B30';0,00;
'B17';29;1;16/2/2012;4995,00;0,00;333,00;15,00;'B28';0,00;
'B44';13;1;16/2/2012;5940,00;0,00;297,00;20,00;'B28';0,00;
'B44';13;1;16/2/2012;2830,50;0,00;333,00;8,50;'B28';0,00;
'B44';13;1;16/2/2012;15950,00;0,00;290,00;55,00;'B34';0,00;
'B44';13;1;16/2/2012;12997,00;0,00;317,00;41,00;'B34';0,00;
'A03';14;1;17/2/2012;8384,00;0,00;262,00;32,00;'B30';0,00;
'B17';29;1;17/2/2012;10952,00;0,00;296,00;37,00;'B34';0,00;
'B17';29;1;17/2/2012;3720,00;0,00;310,00;12,00;'B34';0,00;
'B29';19;1;17/2/2012;10850,00;0,00;310,00;35,00;'B34';0,00;
'B29';19;1;17/2/2012;2328,00;0,00;291,00;8,00;'B28';0,00;
'B29';19;1;17/2/2012;4800,00;0,00;300,00;16,00;'B28';0,00;
'B57';6;1;18/2/2012;1080,00;0,00;18,00;60,00;'B58';25,22;
'B57';0;0;18/2/2012;1080,00;0,00;18,00;60,00;'B58';25,22;'CAR'
'B53';0;0;20/2/2012;33,00;0,00;0,36;90,00;'B46';1238,18;'CAR'
'A01';0;0;20/2/2012;12,00;0,00;0,48;25,00;'B12';945,83;'CAR'
'A01';0;0;20/2/2012;1,00;0,00;0,50;2,00;'B10';908,00;'CAR'
'A01';0;0;20/2/2012;11,00;0,00;0,55;20,00;'B07';825,45;'CAR'
'A01';0;0;20/2/2012;25,00;0,00;0,62;40,00;'B04';726,40;'CAR'
'B57';0;0;20/2/2012;1530,00;0,00;17,00;90,00;'B46';26,70;'CAR'
'B57';6;1;20/2/2012;1530,00;0,00;17,00;90,00;'B46';26,70;
'B53';8;2;20/2/2012;33,00;0,00;0,36;90,00;'B46';1238,18;
'A01';22;1;20/2/2012;12,00;0,00;0,48;25,00;'B12';945,83;
'A01';22;1;20/2/2012;1,00;0,00;0,50;2,00;'B10';908,00;
'A01';22;1;20/2/2012;11,00;0,00;0,55;20,00;'B07';825,45;
'A01';22;1;20/2/2012;25,00;0,00;0,62;40,00;'B04';726,40;
'B36';24;2;21/2/2012;153,00;0,00;3,40;45,00;'B35';133,52;
'B26';24;1;21/2/2012;135,00;0,00;5,00;27,00;'B35';90,80;
'B56';14;1;21/2/2012;80,00;0,00;1,81;44,00;'B58';249,70;
'B57';6;1;21/2/2012;132,00;0,00;22,00;6,00;'B58';20,63;
'B57';6;1;21/2/2012;100,00;0,00;20,00;5,00;'B53';22,70;
'B36';0;0;21/2/2012;153,00;0,00;3,40;45,00;'B35';133,52;'CAR'
'B26';0;0;21/2/2012;135,00;0,00;5,00;27,00;'B35';90,80;'CAR'
'B57';0;0;21/2/2012;132,00;0,00;22,00;6,00;'B58';20,63;'CAR'
'B56';0;0;21/2/2012;80,00;0,00;1,81;44,00;'B58';249,70;'CAR'
