'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B15';0;0;;;;0,00;;;0,00;'CAR';
'B40';14;2;1/4/2013;108,00;18,00;1944,00;'1v cn 260lb/v';;0,00;;'V'
'B44';14;2;1/4/2013;110,00;18,00;1980,00;'2v cn, no se pudo secar';;0,00;;'V'
'B20';19;1;1/4/2013;34,00;12,00;408,00;'1v cn 175lb/v, solo grandes, much blandi';;0,00;;'V'
'B40';0;0;1/4/2013;8,50;0,58;5,00;'1v cn';;771,80;'CAR';'V'
'B44';0;0;1/4/2013;3,00;0,33;1,00;'1v cn';;1362,00;'CAR';'V'
'B29';0;0;1/4/2013;13,00;0,30;4,00;'0.5v cn';;1475,50;'CAR';'V'
'B20';0;0;1/4/2013;26,00;0,50;13,00;'1v cn';;908,00;'CAR';'V'
'B44';14;2;2/4/2013;40,00;21,00;840,00;'Seco B42, 2 o 3lb chiq';;0,00;;'S'
'B42';15;2;28/5/2013;30,00;18,00;540,00;'1v cn 120lb/v, muy blanditos';;0,00;;'V'
'B25';18;2;2/4/2013;89,00;212,00;18868,00;'2x0.5v cc B41';;0,00;;'S'
'B25';18;2;2/4/2013;70,00;244,00;17080,00;'B41';;0,00;;'S'
'B41';16;1;22/7/2013;63,00;18,00;1134,00;'2x0.5v cn 280/300lb/v, much blanditos';;0,00;;'V'
'AD1';17;2;;;;0,00;;;0,00;;
'B13';23;1;24/6/2013;15,00;18,00;270,00;'1v cn 225lb/v, 70lb til';;0,00;;'V'
'B45';12;1;3/4/2013;205,00;0,97;199,00;'1v cn 825lb/v';;467,68;;'A'
'B46';12;2;3/4/2013;41,00;1,29;53,00;'1v cn 300lb/v';;351,20;;'V'
'B46';12;1;3/4/2013;12,00;0,58;7,00;'1v cn alv 2772x63lb AD2';;778,28;;'A'
'B38';16;1;3/4/2013;92,00;0,93;86,00;'1v cn 250lb/v';;485,67;;'A'
'B36';26;1;3/4/2013;166,00;1,17;195,00;'1v cn 200lb/v';;386,48;;'V'
'B24';18;2;3/4/2013;120,00;0,65;78,00;'0.5v cn ?lb/v, 18lb til';;698,46;;'A'
'B45';0;0;3/4/2013;205,00;0,97;199,00;'1v cn 825lb/v';;467,68;'CAR';'V'
'B46';0;0;3/4/2013;12,00;0,58;7,00;'1v cn; alv 2772/63lb AD2';;778,28;'CAR';'V'
'AD2';0;0;;;;0,00;;;0,00;'CAR';
'B38';0;0;3/4/2013;92,00;0,93;86,00;'1v cn 275lb/v';;485,67;'CAR';'V'
'B36';0;0;3/4/2013;3,56;0,84;3,00;'1v cn';;538,74;'CAR';'V'
'B24';0;0;3/4/2013;5,00;0,80;4,00;'1v cn';;567,50;'CAR';'V'
'AD3';12;1;4/4/2013;265,00;1,73;460,00;'1v cn B22';;261,54;;'A'
'AD3';12;1;4/4/2013;432,00;2,75;1190,00;'B16';;164,81;;'A'
'B16';30;2;25/6/2013;99,00;1,17;116,00;'1v cn ?lb/v';;387,46;;'A'
'B22';17;2;14/5/2013;283,00;0,97;275,00;'1v cn 925lb/v, 6lb til';;467,20;;'A'
'AD3';0;0;4/4/2013;265,00;1,73;460,00;'1v cn B22';;261,54;'CAR';'S'
'AD3';0;0;4/4/2013;432,00;2,75;1190,00;'B16';;164,81;'CAR';'S'
'B16';0;0;;;;0,00;;;0,00;'CAR';
'A01';25;1;31/5/2013;108,00;4,62;499,00;'1v cc A03';;98,26;;'S'
'B03';46;1;31/5/2013;61,00;5,83;356,00;'1v cc A03';;77,79;;'S'
'B21';16;2;8/4/2013;55,00;192,00;10560,00;'0.5v cc B13';;0,00;;'S'
'B21';16;2;8/4/2013;62,00;192,00;11904,00;'B11';;0,00;;'S'
'B21';16;2;8/4/2013;55,00;190,00;10450,00;'0.3v cc B11';;0,00;;'S'
'B25';18;1;8/4/2013;15,00;10,00;150,00;'2x0.5v cc';;0,00;;'V'
'B25';18;2;8/4/2013;66,00;198,00;13068,00;'2x0.5v cc B35';;0,00;;'S'
'B25';18;2;8/4/2013;112,00;197,00;22064,00;'B10';;0,00;;'S'
'B11';25;1;24/6/2013;5,00;18,00;90,00;'0.5v cn 60lb/v, 1lb til; lila';;0,00;;'V'
'B35';26;1;9/7/2013;7,00;18,00;126,00;'1v cn 85lb/v; lila, 4til';;0,00;;'V'
'B10';23;1;29/7/2013;33,00;18,00;594,00;'1v cn 225lb/v, 22lb til';;0,00;;'V'
'B10';23;2;24/6/2013;8,00;18,00;144,00;'0.75v cn 200lb/v, 6lb til';;0,00;;'V'
'B06';23;1;8/4/2013;139,00;18,00;2502,00;'1v cc';;0,00;;'V'
'B06';23;1;8/4/2013;32,00;33,00;1056,00;'B10';;0,00;;'S'
'B46';12;2;9/4/2013;703,00;1,89;1335,00;'2v cn B37';;239,07;;'S'
'B46';12;2;9/4/2013;40,00;1,30;52,00;'Venta';;349,23;;'V'
'B46';12;1;9/4/2013;4,00;0,50;2,00;'2v cn 2988/66lb AD2';;908,00;;'A'
'B37';15;1;15/5/2013;200,00;1,24;249,00;'2v cn ?lb/v, no hay desarroyo, much pica';;364,65;;'V'
'AD1';17;1;9/4/2013;30,00;12,00;360,00;'1v cn 110lb/v; til';;0,00;;'V'
'B06';23;1;9/4/2013;187,00;18,00;3366,00;'Seco';;0,00;;'V'
'B06';0;0;8/4/2013;3,00;0,66;2,00;'1v cc';;681,00;'CAR';'V'
'B46';0;0;9/4/2013;4,00;0,50;2,00;'2v cn; 2988/66lb AD2';;908,00;'CAR';'V'
'B46';12;2;10/4/2013;178,00;2,10;375,00;'Seco B37';;215,49;;'S'
'B46';12;2;10/4/2013;27,00;1,18;32,00;'Venta';;383,06;;'V'
'B58';10;1;10/4/2013;241,00;2,95;711,00;'1v cn B48';;153,88;;'A'
'B58';10;1;10/4/2013;58,00;1,03;60,00;'Venta';;438,86;;'A'
'B58';10;1;10/4/2013;248,00;1,34;334,00;'B49; 71lb til';;337,10;;'A'
'B58';10;1;10/4/2013;24,00;2,08;50,00;'B41';;217,92;;'A'
'B58';10;1;10/4/2013;14,00;1,78;25,00;'B35';;254,24;;'A'
'B57';7;1;10/4/2013;153,00;1,12;172,00;'1v cn venta';;403,84;;'A'
'B57';7;1;10/4/2013;328,00;1,70;560,00;'B49';;265,91;;'A'
'B57';7;1;10/4/2013;120,00;2,95;355,00;'B48; 24lb til';;153,46;;'A'
'B28';16;2;10/4/2013;18,00;0,83;15,00;'0.5v cc ?lb/v';;544,80;;'A'
'B28';16;1;10/4/2013;60,00;0,51;31,00;'0.5v cn ?lb/v';;878,70;;'A'
'B48';2;1;8/7/2013;76,00;0,92;70,00;'1v cn 575lb/v; un poco alv';;492,91;;'A'
'B49';2;1;29/5/2013;461,00;1,08;500,00;'1v cn 825lb/v, much alv peq';;418,58;;'A'
'B58';0;0;10/4/2013;241,00;2,95;711,00;'1v cn B48';;153,88;'CAR';'S'
'B58';0;0;10/4/2013;58,00;1,03;60,00;'Venta; 71lb til';;438,86;'CAR';'V'
'B58';0;0;10/4/2013;248,00;1,34;334,00;'B49';;337,10;'CAR';'S'
'B58';0;0;10/4/2013;24,00;2,08;50,00;'B41';;217,92;'CAR';'S'
'B58';0;0;10/4/2013;14,00;1,78;25,00;'B35';;254,24;'CAR';'S'
'B57';0;0;10/4/2013;153,00;1,12;172,00;'1v cn venta; 24lb til';;403,84;'CAR';'V'
'B57';0;0;10/4/2013;328,00;1,70;560,00;'B49';;265,91;'CAR';'S'
'B57';0;0;10/4/2013;120,00;2,95;355,00;'B48';;153,46;'CAR';'S'
'B28';0;0;10/4/2013;18,00;0,83;15,00;'1v cn';;544,80;'CAR';'V'
'B48';0;0;;;;0,00;;;0,00;'CAR';
'B49';0;0;;;;0,00;;;0,00;'CAR';
'B41';0;0;;;;0,00;;;0,00;'CAR';
'B35';0;0;;;;0,00;;;0,00;'CAR';
'L01';3;2;12/4/2013;47,00;0,74;35,00;'Seco B19';;609,65;;'A'
'L01';3;2;12/4/2013;21,00;1,90;40,00;'B10';;238,35;;'A'
'L01';3;2;12/4/2013;5,00;2,00;10,00;'B01';;227,00;;'A'
'L01';3;2;12/4/2013;140,00;3,92;550,00;'B15';;115,56;;'A'
'B19';18;2;14/5/2013;6,00;0,66;4,00;'1v cn';;681,00;;'A'
'AD3';12;1;12/4/2013;271,00;2,21;600,00;'1v cn B37';;205,05;;'A'
'AD3';12;1;12/4/2013;175,00;1,42;250,00;'B22';;317,80;;'A'
'B37';15;2;15/5/2013;3,00;1,00;3,00;'2v cn';;454,00;;'A'
'L01';0;0;12/4/2013;47,00;0,74;35,00;'Seco B19';;609,65;'CAR';'S'
'L01';0;0;12/4/2013;21,00;1,90;40,00;'B10';;238,35;'CAR';'S'
'L01';0;0;12/4/2013;5,00;2,00;10,00;'B01';;227,00;'CAR';'S'
'L01';0;0;12/4/2013;140,00;3,92;550,00;'B15';;115,56;'CAR';'S'
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B10';0;0;;;;0,00;;;0,00;'CAR';
'B15';0;0;;;;0,00;;;0,00;'CAR';
'B01';0;0;;;;0,00;;;0,00;'CAR';
'B15';0;0;;;;0,00;;;0,00;'CAR';
'AD3';0;0;12/4/2013;271,00;2,21;600,00;'1v cn B37';;205,05;'CAR';'S'
'AD3';0;0;12/4/2013;175,00;1,42;250,00;'B22';;317,80;'CAR';'S'
'B37';0;0;;;;0,00;;;0,00;'CAR';
'B45';12;1;15/4/2013;211,00;1,05;222,00;'1v cn 900lb/v, no desarroyando';;431,50;;'A'
'B24';18;2;15/4/2013;83,00;0,65;54,00;'0.5v cn ?lb/v';;697,81;;'A'
'B45';0;0;15/4/2013;211,00;1,05;222,00;'1v cn 900lb/v; no desayrrando';;431,50;'CAR';'V'
'B39';14;1;14/6/2013;69,00;183,23;12642,87;'2x0.5v cc B31, 4 til';;0,00;;'S'
'AD1';17;1;15/4/2013;97,00;18,00;1746,00;'2v c ; til';;0,00;;'V'
'AD1';17;1;15/4/2013;19,00;27,58;524,02;'B12';;0,00;;'S'
'B12';24;1;24/6/2013;3,00;18,00;54,00;'0.5v cn 40lb/v, 48lb til';;0,00;;'V'
'B19';18;1;15/4/2013;76,00;1,23;94,00;'1v cn 300til/v; much alv';;367,06;;'V'
'B36';26;1;15/4/2013;81,00;1,11;90,00;'1v cn 150til/v';;408,60;;'V'
'B32';16;1;16/4/2013;121,00;18,00;2178,00;'1v cn 315lb/v';;0,00;;'V'
'A03';15;1;16/4/2013;103,00;18,00;1854,00;'1v cn 200lb/v';;0,00;;'V'
'B20';19;1;16/4/2013;58,00;18,00;1044,00;'1v cn';;0,00;;'V'
'AD1';17;1;16/4/2013;199,00;18,00;3582,00;'Seco, se vacio mal';;0,00;;'V'
'B20';19;1;16/4/2013;11,00;25,00;275,00;'B12';;0,00;;'S'
'B32';0;0;16/4/2013;1,75;0,57;1,00;'1v cn';;794,50;'CAR';'V'
'A03';0;0;16/4/2013;2,38;0,42;1,00;'1v cn';;1080,52;'CAR';'V'
'B20';0;0;16/4/2013;11,38;0,61;7,00;'1v cn';;738,07;'CAR';'V'
'B58';10;1;17/4/2013;3,88;1,28;5,00;'1v cn; 18lb til';;352,30;;'A'
'B58';10;1;17/4/2013;106,00;1,41;150,00;'B49';;320,82;;'A'
'B58';10;1;17/4/2013;152,00;2,63;400,00;'B48';;172,52;;'A'
'B57';7;1;17/4/2013;60,00;1,03;62,00;'1v cn; 14lb til';;439,35;;'A'
'B57';7;1;17/4/2013;77,00;1,55;120,00;'B49';;291,31;;'A'
'B57';7;1;17/4/2013;72,00;2,63;190,00;'B48';;172,04;;'A'
'B28';16;1;17/4/2013;110,00;0,68;75,00;'0.5v cn ?lb/v';;665,86;;'A'
'B28';16;3;17/4/2013;20,00;0,85;17,00;'0.5v cn';;534,11;;'A'
'B36';26;1;16/4/2013;75,00;1,16;87,00;'1v cn 100til/v';;391,37;;'V'
'B36';26;1;17/4/2013;209,00;1,25;263,00;'Seco';;360,78;;'V'
'B36';26;1;17/4/2013;112,00;2,17;244,00;'B37';;208,39;;'S'
'B22';17;1;17/4/2013;213,00;1,18;253,00;'1v cn 900lb/v';;382,22;;'A'
'B22';17;1;17/4/2013;36,00;1,38;50,00;'B12, machos';;326,88;;'A'
'B58';0;0;17/4/2013;3,88;1,28;5,00;'1v cn; 18lb til';;352,30;'CAR';'V'
'B58';0;0;17/4/2013;106,00;1,41;150,00;'B49';;320,82;'CAR';'S'
'B58';0;0;17/4/2013;152,00;2,63;400,00;'B48';;172,52;'CAR';'S'
'B57';0;0;17/4/2013;60,00;1,03;62,00;'1v cn; 14lb til';;439,35;'CAR';'V'
'B57';0;0;17/4/2013;77,00;1,55;120,00;'B49';;291,31;'CAR';'S'
'B57';0;0;17/4/2013;72,00;2,63;190,00;'B48';;172,04;'CAR';'S'
'B49';0;0;;;;0,00;;;0,00;'CAR';
'B48';0;0;;;;0,00;;;0,00;'CAR';
'B28';0;0;17/4/2013;20,00;0,85;17,00;'0.5v cn';;534,11;'CAR';'V'
'B22';0;0;17/4/2013;213,00;1,18;253,00;'1v cn 900lb/v';;382,22;'CAR';'V'
'B22';0;0;17/4/2013;36,00;1,38;50,00;'B12';;326,88;'CAR';'S'
'B12';0;0;;;;0,00;;;0,00;'CAR';
'B25';18;2;18/4/2013;75,00;170,00;12750,00;'2.5v cc B34';;0,00;;'S'
'B25';18;2;18/4/2013;31,00;170,00;5270,00;'B01';;0,00;;'S'
'B25';18;2;18/4/2013;79,00;171,42;13542,18;'B12';;0,00;;'S'
'B34';21;1;22/7/2013;24,00;18,00;432,00;'1v cn 200lb/v, se ven bien, limpios';;0,00;;'V'
'B01';41;1;15/7/2013;1,00;18,00;18,00;'1v cn 85lb/v, 22x9.63lb til B05';;0,00;;'V'
'B12';24;2;20/8/2013;13,00;18,00;234,00;'1v cn 150lb/v, niv bajo, 25lb til';;0,00;;'V'
'B40';14;2;22/4/2013;92,00;18,00;1656,00;'1v cn 210lb/v, bastante blanditos';;0,00;;'V'
'B42';15;1;22/4/2013;132,00;18,00;2376,00;'1v cn 275lb/v, alv til';;0,00;;'V'
'B40';0;0;22/4/2013;9,38;0,63;6,00;'1v cn';;709,75;'CAR';'V'
'B42';0;0;22/4/2013;16,00;0,56;9,00;'1v cn';;807,11;'CAR';'V'
'B14';23;1;14/6/2013;189,00;14,27;2698,00;'0.33/0.75v cc B58';;31,80;;'S'
'B20';19;1;22/4/2013;42,00;18,00;756,00;'1v cn, no bajo el nivel';;0,00;;'V'
'B20';19;1;22/4/2013;6,00;23,00;138,00;'B12';;0,00;;'S'
'B29';20;1;22/4/2013;100,00;18,00;1800,00;'1v cn 170lb/v, lila, lodo';;0,00;;'V'
'B29';0;0;22/4/2013;3,00;0,33;1,00;'1v cn';;1362,00;'CAR';'V'
'B20';19;1;23/4/2013;97,00;18,00;1746,00;'1v cn, niv bajo';;0,00;;'V'
'B20';19;1;23/4/2013;7,00;24,00;168,00;'B12';;0,00;;'S'
'B33';17;1;23/4/2013;30,00;11,00;330,00;'1v cn 160lb/v, much blanditos';;0,00;;'V'
'B32';16;1;23/4/2013;32,00;18,00;576,00;'1v cn 190lb/v, poco alv';;0,00;;'V'
'A03';15;1;23/4/2013;56,00;18,00;1008,00;'1v cn 120lb/v';;0,00;;'V'
'B33';0;0;23/4/2013;2,56;0,39;1,00;'1v cn';;1162,24;'CAR';'V'
'B20';19;1;24/4/2013;166,00;18,00;2988,00;'Seco';;0,00;;'V'
'B20';19;1;24/4/2013;13,00;28,00;364,00;'B12';;0,00;;'S'
'B58';10;1;24/4/2013;42,00;1,78;75,00;'Seco B49';;254,24;;'A'
'B58';10;1;24/4/2013;88,00;3,25;286,00;'B48; til';;139,69;;'A'
'B57';7;1;24/4/2013;21,00;1,66;35,00;'1v cn B49';;272,40;;'A'
'B57';7;1;24/4/2013;37,00;2,56;95,00;'B48; til';;176,82;;'A'
'B57';7;1;24/4/2013;5,00;1,00;5,00;'Venta finca';;454,00;;'A'
'B58';0;0;24/4/2013;42,00;1,78;75,00;'Seco B49';;254,24;'CAR';'S'
'B58';0;0;24/4/2013;88,00;3,25;286,00;'B48, til';;139,69;'CAR';'S'
'B57';0;0;24/4/2013;5,00;1,00;5,00;'Venta finca';;454,00;'CAR';'A'
'B57';0;0;24/4/2013;21,00;1,66;35,00;'B49';;272,40;'CAR';'S'
'B57';0;0;24/4/2013;37,00;2,56;95,00;'B48, til';;176,82;'CAR';'S'
'B49';0;0;;;;0,00;;;0,00;'CAR';
'B48';0;0;;;;0,00;;;0,00;'CAR';
'B21';16;2;26/4/2013;197,00;154,89;30513,33;'2x0.5v cc B44; habia mas, much carpas';;0,00;;'S'
'B44';15;1;15/7/2013;25,00;18,00;450,00;'2x0.5v cn 225/165lb/v';;0,00;;'V'
'B25';18;2;26/4/2013;27,00;199,44;5384,88;'2v cc A02';;0,00;;'S'
'A02';16;1;6/8/2013;25,00;18,00;450,00;'2*1/2v cn 125/75 arriba hay lilas no pes';;0,00;;'V'
'B21';0;0;26/4/2013;383,00;1,07;411,00;'2x0.5v cc B22';;423,07;'CAR';'S'
'B21';0;0;26/4/2013;51,00;0,98;50,00;'A02';;463,08;'CAR';'S'
'A02';0;0;;;;0,00;;;0,00;'CAR';
'B52';0;0;26/4/2013;20,00;3,50;70,00;'0.25v cc B44';;129,71;'CAR';'S'
'B44';0;0;;;;0,00;;;0,00;'CAR';
'B25';18;2;27/4/2013;9,00;250,33;2252,97;'Seco A02';;0,00;;'S'
'B14';23;2;19/7/2013;467,00;5,26;2458,00;'Seco B28';;86,25;;'S'
'B39';14;2;12/7/2013;15,00;206,00;3090,00;'B29';;0,00;;'S'
'B39';14;3;9/8/2013;5,00;223,00;1115,00;'B38';;0,00;;'S'
'B40';14;2;13/5/2013;82,00;18,00;1476,00;'1v cn 150lb/v';;0,00;;'V'
'B32';16;1;13/5/2013;103,00;18,00;1854,00;'1v cn 275lb/v, tilapitas';;0,00;;'V'
'B33';17;1;13/5/2013;64,00;18,00;1152,00;'1v cn 120lb/v, niv bajo';;0,00;;'V'
'A03';15;1;13/5/2013;67,00;18,00;1206,00;'1v cn niv bajo';;0,00;;'V'
'A03';15;1;13/5/2013;7,00;26,00;182,00;'A02';;0,00;;'S'
'B02';44;2;13/5/2013;18,00;154,00;2772,00;'AD1';;0,00;;'S'
'AD1';18;1;5/8/2013;56,00;18,00;1008,00;'2*1/2v cn 150/350/v 4 unid  tilapia';;0,00;;'V'
'A02';16;2;15/7/2013;7,00;18,00;126,00;'0.5v cn 150lb/v';;0,00;;'V'
'B40';0;0;13/5/2013;3,00;0,33;1,00;'1v cn';;1362,00;'CAR';'V'
'B02';0;0;13/5/2013;12,00;0,33;4,00;'2v cc';;1362,00;'CAR';'V'
'A03';15;1;14/5/2013;26,00;18,00;468,00;'1v cn niv bajo';;0,00;;'V'
'A03';15;1;14/5/2013;4,00;31,00;124,00;'A02';;0,00;;'S'
'B24';18;2;14/5/2013;168,00;0,47;80,00;'0.5v cn ?lb/v, todos comercial, 30lb til';;953,40;;'A'
'B24';18;1;14/5/2013;27,00;0,92;25,00;'0.5v cn';;490,32;;'A'
'B19';18;1;14/5/2013;109,00;1,24;136,00;'1v cn ?lb/v, much alv';;363,86;;'V'
'B22';0;0;14/5/2013;283,00;0,97;275,00;'1v cn 925lb/v';;467,20;'CAR';'V'
'B24';0;0;14/5/2013;27,00;0,92;25,00;'1v cn';;490,32;'CAR';'V'
'B19';0;0;14/5/2013;6,00;0,66;4,00;'1v cn';;681,00;'CAR';'V'
'B45';12;1;15/5/2013;280,00;1,10;309,00;'1v cn 1100lb/v, los demas son muy pequen';;411,39;;'A'
'B38';16;1;15/5/2013;256,00;0,92;238,00;'1v cn 725lb/v';;488,33;;'A'
'B23';15;1;15/5/2013;283,00;0,88;250,00;'1v cn 825lb/v';;513,92;;'A'
'B37';0;0;15/5/2013;3,00;1,00;3,00;'2v cn';;454,00;'CAR';'V'
'B45';0;0;15/5/2013;280,00;1,10;309,00;'1v cn 1100lb/v, las demas son muy peq';;411,39;'CAR';'V'
'B38';0;0;15/5/2013;256,00;0,92;238,00;'1v cn 725lb/v';;488,33;'CAR';'V'
'B23';0;0;15/5/2013;283,00;0,88;250,00;'1v cn 825lb/v';;513,92;'CAR';'V'
'B21';16;1;17/5/2013;10,00;10,00;100,00;'1.5v cc pileta';;0,00;;'A'
'B21';16;2;17/5/2013;80,00;90,00;7200,00;'1.5v cc B44, muy lleno';;0,00;;'S'
'B21';16;2;17/5/2013;112,00;91,00;10192,00;'B12';;0,00;;'S'
'B21';16;2;17/5/2013;70,00;91,00;6370,00;'B08';;0,00;;'S'
'B08';30;1;5/8/2013;19,00;18,00;342,00;'2*1/2v cn 180/300/v blend mucha til alv';;0,00;;'V'
'B02';44;2;17/5/2013;25,00;144,00;3600,00;'2v cc lila';;0,00;;'S'
'AD3';12;1;17/5/2013;17,00;1,11;19,00;'1v cc Pileta';;406,21;;'A'
'AD3';12;1;17/5/2013;22,00;2,27;50,00;'B08, machos';;199,76;;'A'
'AD3';12;1;17/5/2013;30,00;2,00;60,00;'B27 machos';;227,00;;'A'
'AD3';12;1;17/5/2013;12,00;2,16;26,00;'B13 machos';;209,53;;'A'
'AD3';12;1;17/5/2013;115,00;3,00;345,00;'AD2';;151,33;;'A'
'B51';20;0;;;;0,00;;;0,00;;
'B21';0;0;17/5/2013;19,00;0,73;14,00;'1.5v cc Pileta';;616,14;'CAR';'A'
'B21';0;0;17/5/2013;4,00;2,25;9,00;'B08';;201,77;'CAR';'S'
'B08';0;0;;;;0,00;;;0,00;'CAR';
'AD3';0;0;17/5/2013;17,00;1,11;19,00;'1v cc pileta';;406,21;'CAR';'A'
'AD3';0;0;17/5/2013;22,00;2,27;50,00;'B08';;199,76;'CAR';'S'
'AD3';0;0;17/5/2013;30,00;2,00;60,00;'B27';;227,00;'CAR';'S'
'AD3';0;0;17/5/2013;12,00;2,16;26,00;'B13';;209,53;'CAR';'S'
'AD3';0;0;17/5/2013;115,00;3,00;345,00;'AD2';;151,33;'CAR';'S'
'B08';0;0;;;;0,00;;;0,00;'CAR';
'B27';0;0;;;;0,00;;;0,00;'CAR';
'B13';0;0;;;;0,00;;;0,00;'CAR';
'AD2';0;0;;;;0,00;;;0,00;'CAR';
'B42';15;1;20/5/2013;104,00;18,00;1872,00;'1v cn 225lb/v, 38lb til';;0,00;;'V'
'B33';17;1;20/5/2013;45,00;18,00;810,00;'1v cn';;0,00;;'V'
'B33';17;1;20/5/2013;2,00;26,00;52,00;'B34';;0,00;;'S'
'B34';21;2;9/7/2013;23,00;18,00;414,00;'1v cn 225lb/v; 24lb til';;0,00;;'V'
'A03';15;1;20/5/2013;127,00;18,00;2286,00;'Seco';;0,00;;'V'
'A03';15;1;20/5/2013;7,00;28,00;196,00;'A02';;0,00;;'S'
'B29';20;2;20/5/2013;42,00;12,00;504,00;'1v cn 175lb/v';;0,00;;'V'
'B42';0;0;20/5/2013;11,00;0,45;5,00;'1v cn';;998,80;'CAR';'V'
'B33';0;0;20/5/2013;3,00;0,66;2,00;'1v cn';;681,00;'CAR';'V'
'B29';0;0;20/5/2013;5,00;0,20;1,00;'1v cn';;2270,00;'CAR';'V'
'B57';7;1;21/5/2013;12,50;0,80;10,00;'1v cn';;567,50;;'A'
'B57';7;1;21/5/2013;10,38;3,27;34,00;'B48';;138,60;;'A'
'B57';7;1;21/5/2013;10,25;1,75;18,00;'B49';;258,52;;'A'
'B24';18;2;21/5/2013;154,00;0,56;87,00;'2v cn venta, 72lb til';;803,63;;'A'
'B24';18;2;21/5/2013;694,00;0,54;380,00;'B36';;829,14;;'A'
'B24';18;1;21/5/2013;138,00;0,95;132,00;'2v cn venta';;474,63;;'A'
'B24';18;1;21/5/2013;42,00;2,85;120,00;'B23';;158,90;;'A'
'B24';18;1;21/5/2013;96,00;2,08;200,00;'B22';;217,92;;'A'
'B36';27;1;18/6/2013;310,00;0,45;140,00;'0.5v cn';;1005,28;;'A'
'B57';0;0;21/5/2013;12,50;0,80;10,00;'1v cn';;567,50;'CAR';'V'
'B57';0;0;21/5/2013;10,38;3,27;34,00;'B48';;138,60;'CAR';'S'
'B57';0;0;21/5/2013;10,25;1,75;18,00;'B49';;258,52;'CAR';'S'
'B24';0;0;21/5/2013;138,00;0,95;132,00;'2v cn';;474,63;'CAR';'V'
'B24';0;0;21/5/2013;42,00;2,85;120,00;'B23';;158,90;'CAR';'S'
'B24';0;0;21/5/2013;96,00;2,08;200,00;'B22';;217,92;'CAR';'S'
'B57';7;1;22/5/2013;1,81;2,20;4,00;'Seco B48, no se vacia';;205,43;;'A'
'B38';16;1;22/5/2013;182,00;0,87;160,00;'1v 550lb/v, alv 12g no much';;516,42;;'A'
'B22';17;2;22/5/2013;288,00;1,04;300,00;'1v cn 1100 animales en chinch';;435,84;;'A'
'B57';0;0;22/5/2013;13,81;0,28;4,00;'Seco B48';;1567,43;'CAR';'S'
'B48';0;0;;;;0,00;;;0,00;'CAR';
'B38';0;0;22/5/2013;182,00;0,87;160,00;'1v cn 550lb/v';;516,42;'CAR';'V'
'B22';0;0;22/5/2013;288,00;1,04;300,00;'1v cn 1100 animales';;435,84;'CAR';'V'
'B15';0;0;22/5/2013;99,00;0,80;80,00;'1v cn 500 animales';;561,82;'CAR';'V'
'B53';10;1;23/5/2013;542,00;2,85;1545,00;'Seco B51';;159,26;;'S'
'B02';44;2;24/5/2013;76,00;113,39;8617,64;'Seco AD1';;0,00;;'S'
'B02';44;2;24/5/2013;27,00;113,39;3061,53;'Muertos (pb con lodo)';;0,00;;'S'
'B21';16;2;24/5/2013;191,00;90,00;17190,00;'1.5v cc B08';;0,00;;'S'
'B21';16;2;24/5/2013;163,00;88,00;14344,00;'AD1';;0,00;;'S'
'B21';16;1;24/5/2013;5,00;10,00;50,00;'B15';;0,00;;'S'
'B21';0;0;24/5/2013;18,00;0,38;7,00;'1.5v cc B22';;1167,42;'CAR';'S'
'B21';16;2;25/5/2013;99,00;94,00;9306,00;'1.5v cc Laguna';;0,00;;'S'
'B21';16;1;25/5/2013;2,00;10,00;20,00;'B15';;0,00;;'S'
'Lag';1;1;13/8/2013;26,00;18,00;468,00;'1v cc ?lb/v; limo';;0,00;;'V'
'B33';17;1;27/5/2013;234,00;18,00;4212,00;'Seco';;0,00;;'V'
'B33';17;1;27/5/2013;8,00;28,00;224,00;'B34';;0,00;;'S'
'B40';14;2;27/5/2013;62,00;18,00;1116,00;'1v cn, no bajo el nivel';;0,00;;'V'
'B40';14;2;27/5/2013;18,00;22,00;396,00;'B41';;0,00;;'S'
'B41';16;2;9/7/2013;31,50;15,00;472,50;'0.5v cn 315lb/v; no crecen, falta alim?';;0,00;;'V'
'B32';16;1;27/5/2013;77,00;18,00;1386,00;'1v cn 200lb/v, soltaron 16/20, much blan';;0,00;;'V'
'B40';14;1;28/5/2013;21,00;18,00;378,00;'1v cn';;0,00;;'V'
'B40';14;1;28/5/2013;5,00;27,00;135,00;'B41';;0,00;;'S'
'B29';20;1;28/5/2013;37,00;18,00;666,00;'1v cn 125lb/v, mitad blanditos';;0,00;;'V'
'B37';15;1;28/5/2013;74,00;1,25;93,00;'1v cn 500 animales, muy flacos, dar mas';;361,24;;'V'
'B19';18;1;28/5/2013;164,00;1,35;222,00;'1v cn 400 animales';;335,38;;'V'
'B19';18;2;28/5/2013;16,00;0,56;9,00;'1v cn';;807,11;;'A'
'B40';0;0;28/5/2013;2,75;0,36;1,00;'1v cn';;1248,50;'CAR';'V'
'B42';0;0;28/5/2013;1,56;0,64;1,00;'1v cn';;708,24;'CAR';'V'
'B19';0;0;28/5/2013;16,00;0,56;9,00;'1v cn';;807,11;'CAR';'V'
